Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/101,77/72,35/24,5/5,-,-
2024,26/24,15/18,11/6,-,-,-
2023,25/22,18/18,5/3,2/1,-,-
2022,37/27,22/21,12/4,3/2,-,-
2021,23/18,21/13,2/4,0/1,-,-
2020,6/8,1/1,5/6,0/1,-,-
2019,0/1,-,0/1,-,-,-
2018,0/1,0/1,-,-,-,-
