Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/73,22/20,30/51,1/2,-,-
2024,10/13,1/2,8/10,1/1,-,-
2023,12/23,6/4,6/18,0/1,-,-
2022,18/19,12/9,6/10,-,-,-
2021,12/16,2/3,10/13,-,-,-
2020,1/2,1/2,-,-,-,-
